Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;1;0;4;1;14:9:21:435;14:9:20:542;343;86;24.88473428;1
3;1;0;4;2;14:9:21:974;14:9:21:435;488;103;8.5;1
3;1;0;4;3;14:9:22:461;14:9:21:974;660;86;10.30776406;1
3;1;0;4;4;14:9:22:945;14:9:22:461;841;90;7.433034374;1
3;1;0;4;5;14:9:23:371;14:9:22:945;1021;94;13.08625233;1
3;1;0;4;6;14:9:23:869;14:9:23:371;1191;93;11.28051417;1
3;1;0;4;7;14:9:24:439;14:9:23:869;1387;215;10.0124922;1
3;1;0;4;8;14:9:24:883;14:9:24:439;1415;384;30.41792235;1
3;1;0;4;9;14:9:25:322;14:9:24:883;1387;564;5.024937811;1
3;1;0;4;10;14:9:25:806;14:9:25:322;1412;740;24.52039967;1
3;1;0;4;11;14:9:26:323;14:9:25:806;1143;899;46.70385423;1
3;1;0;4;12;14:9:26:775;14:9:26:323;967;891;45.83939354;1
3;1;0;4;13;14:9:27:233;14:9:26:775;809;890;33.30540497;1
3;1;0;4;14;14:9:27:692;14:9:27:233;653;894;25.94706149;1
3;1;0;4;15;14:9:28:158;14:9:27:692;470;908;43.47700542;1
3;1;0;4;16;14:9:28:630;14:9:28:158;316;896;25.811819;1
3;1;0;4;17;14:9:29:141;14:9:28:630;85;731;29.26174978;1
3;1;0;4;18;14:9:29:607;14:9:29:141;98;554;20.86264605;1
3;1;0;4;19;14:9:30:52;14:9:29:607;97;381;22.27666941;1
3;1;0;4;20;14:9:30:511;14:9:30:52;88;226;24.52039967;1
3;1;0;4;21;14:9:31:165;14:9:30:511;748;462;21.09502311;1
3;1;1;4;1;14:9:35:150;14:9:32:975;323;54;41.60829244;1
3;1;1;4;2;14:9:36:192;14:9:35:150;1169;887;19.83053202;1
3;1;1;4;3;14:9:37:54;14:9:36:192;1177;77;18.74166481;1
3;1;1;4;4;14:9:37:880;14:9:37:54;337;879;19.00657781;1
3;1;1;4;5;14:9:38:429;14:9:37:880;742;491;11.3137085;1
3;1;2;4;1;14:9:40:865;14:9:40:83;104;221;9.394147114;1
3;1;2;4;2;14:9:41:846;14:9:40:865;1419;729;33.70830758;1
3;1;2;4;3;14:9:42:654;14:9:41:846;94;738;18.74166481;1
3;1;2;4;4;14:9:43:459;14:9:42:654;1362;218;26.44333564;0
3;1;2;4;5;14:9:44:269;14:9:43:459;739;491;13.60147051;1
3;1;3;4;1;14:9:46:927;14:9:45:942;489;128;32.63816784;0
3;1;3;4;2;14:9:47:624;14:9:46:927;675;90;12.29837388;1
3;1;3;4;3;14:9:48:266;14:9:47:624;831;85;11.62970335;1
3;1;3;4;4;14:9:49:60;14:9:48:266;992;90;16.91892432;1
3;1;3;4;5;14:9:49:769;14:9:49:60;762;516;35.11409973;1
3;1;4;4;1;14:9:52:68;14:9:51:280;498;892;22.32151429;1
3;1;4;4;2;14:9:52:608;14:9:52:68;676;893;25.5;1
3;1;4;4;3;14:9:53:343;14:9:52:608;830;889;19.44865034;1
3;1;4;4;4;14:9:53:827;14:9:53:343;1012;888;17.95132307;1
3;1;4;4;5;14:9:54:506;14:9:53:827;754;474;9.848857802;1
3;1;5;4;1;14:9:56:945;14:9:56:50;97;209;22.27666941;1
3;1;5;4;2;14:9:57:408;14:9:56:945;90;377;30.10398645;1
3;1;5;4;3;14:9:57:968;14:9:57:408;89;538;38.90051414;1
3;1;5;4;4;14:9:58:414;14:9:57:968;89;730;25.94706149;1
3;1;5;4;5;14:9:58:976;14:9:58:414;793;478;43.28972164;1
3;1;6;4;1;14:10:1:214;14:10:0:386;1414;223;26.57536453;1
3;1;6;4;2;14:10:1:684;14:10:1:214;1397;416;21.24264579;1
3;1;6;4;3;14:10:2:139;14:10:1:684;1414;573;26.80018657;1
3;1;6;4;4;14:10:2:563;14:10:2:139;1395;715;27.06011826;1
3;1;6;4;5;14:10:3:170;14:10:2:563;732;498;23.43074903;1
3;1;7;4;1;14:10:5:601;14:10:4:634;337;82;21.70829335;1
3;1;7;4;2;14:10:6:378;14:10:5:601;329;877;11.10180166;1
3;1;7;4;3;14:10:7:18;14:10:6:378;505;72;26.856098;1
3;1;7;4;4;14:10:7:711;14:10:7:18;509;896;30.64718584;1
3;1;7;4;5;14:10:8:261;14:10:7:711;746;463;20.39607805;1
3;1;8;4;1;14:10:10:875;14:10:9:671;1177;891;20.71834936;1
3;1;8;4;2;14:10:11:559;14:10:10:875;1183;64;31.64253466;1
3;1;8;4;3;14:10:12:315;14:10:11:559;990;881;20.83866598;1
3;1;8;4;4;14:10:12:947;14:10:12:315;1003;79;17.24093965;1
3;1;8;4;5;14:10:14:408;14:10:12:947;729;488;21.58703314;1
3;1;9;4;1;14:10:16:745;14:10:15:832;99;226;13.53698637;1
3;1;9;4;2;14:10:17:641;14:10:16:745;1397;230;10.73545528;1
3;1;9;4;3;14:10:18:465;14:10:17:641;87;389;26.72545603;1
3;1;9;4;4;14:10:19:312;14:10:18:465;1392;369;28.35930182;1
3;1;9;4;5;14:10:19:921;14:10:19:312;750;486;3;1
3;1;10;4;1;14:10:22:706;14:10:21:514;1392;731;10.9658561;1
3;1;10;4;2;14:10:23:417;14:10:22:706;87;730;27.77138815;1
3;1;10;4;3;14:10:24:221;14:10:23:417;1406;539;35.2455671;1
3;1;10;4;4;14:10:24:983;14:10:24:221;78;589;39.87793876;1
